Windows 10 for IT Support: Troubleshooting Basics,https://www.linkedin.com/learning/windows-10-for-it-support-troubleshooting-basics?u=56973065,"39,535 learners",-
Microsoft 365 Fundamentals (MS-900) Cert Prep: 1 Cloud Concepts by Microsoft Press,https://www.linkedin.com/learning/microsoft-365-fundamentals-ms-900-cert-prep-1-cloud-concepts-by-microsoft-press?u=56973065,"5,123 learners",-
Holding Yourself Accountable,https://www.linkedin.com/learning/holding-yourself-accountable?u=56973065,"369,184 learners",-
Azure Essential Training for Developers,https://www.linkedin.com/learning/azure-essential-training-for-developers?u=56973065,"38,658 learners",-
Office Online Essential Training,https://www.linkedin.com/learning/office-online-essential-training-2022?u=56973065,"12,247 learners",-
Making a Case for Accessibility in Your Organization,https://www.linkedin.com/learning/making-a-case-for-accessibility-in-your-organization?u=56973065,"11,745 learners",-
Negotiating Your Job Offer,https://www.linkedin.com/learning/negotiating-your-job-offer?u=56973065,"889,272 learners",-
Windows 10 for IT Support: Advanced Troubleshooting,https://www.linkedin.com/learning/windows-10-for-it-support-advanced-troubleshooting?u=56973065,"53,924 learners",-
Full-Stack Web Applications with Rust and Leptos,https://www.linkedin.com/learning/full-stack-web-applications-with-rust-and-leptos?u=56973065,-,-
Learning Network Troubleshooting,https://www.linkedin.com/learning/learning-network-troubleshooting-2021?u=56973065,"77,843 learners",-
Introduction to Photography,https://www.linkedin.com/learning/introduction-to-photography?u=56973065,"134,012 learners",POPULAR
Managing a Cross-Functional Team,https://www.linkedin.com/learning/managing-a-cross-functional-team?u=56973065,"87,625 learners",-
AutoCAD 2023 Essential Training,https://www.linkedin.com/learning/autocad-2023-essential-training?u=56973065,"134,391 learners",POPULAR
Cisco Networking Foundations: Switching and Routing,https://www.linkedin.com/learning/cisco-networking-foundations-switching-and-routing?u=56973065,"28,748 learners",-
Introduction to Career Skills in Software Development,https://www.linkedin.com/learning/introduction-to-career-skills-in-software-development?u=56973065,"62,217 learners",POPULAR
Communicating with Emotional Intelligence,https://www.linkedin.com/learning/communicating-with-emotional-intelligence?u=56973065,"302,950 learners",POPULAR
Managing Your Career: Early Career,https://www.linkedin.com/learning/managing-your-career-early-career?u=56973065,"70,392 learners",-
Creating a Connection Culture,https://www.linkedin.com/learning/creating-a-connection-culture?u=56973065,"48,348 learners",-
Photography Foundations: Exposure (part 1),https://www.linkedin.com/learning/photography-foundations-exposure-part-1?u=56973065,"53,080 learners",POPULAR
10 Mistakes Leaders Should Avoid,https://www.linkedin.com/learning/10-mistakes-leaders-should-avoid?u=56973065,"131,842 learners",-
Onboarding and Adoption Best Practices for Customer Success Management,https://www.linkedin.com/learning/onboarding-and-adoption-best-practices-for-customer-success-management?u=56973065,"30,364 learners",-
Email and Newsletter Marketing Foundations,https://www.linkedin.com/learning/email-and-newsletter-marketing-foundations?u=56973065,"74,254 learners",-
Use Your Strengths for Impact and Influence at Work,https://www.linkedin.com/learning/use-your-strengths-for-impact-and-influence-at-work?u=56973065,"46,774 learners",-
Lean Foundations: 5S,https://www.linkedin.com/learning/lean-foundations-5s?u=56973065,"2,667 learners",-
Figuring Out Your Next Move,https://www.linkedin.com/learning/figuring-out-your-next-move?u=56973065,"257,372 learners",-
How to Support Colleagues from Underrepresented Groups,https://www.linkedin.com/learning/how-to-support-colleagues-from-underrepresented-groups?u=56973065,"34,953 learners",-
Performance Testing Foundations,https://www.linkedin.com/learning/performance-testing-foundations?u=56973065,"35,401 learners",-
Product Management: Building a Product Strategy,https://www.linkedin.com/learning/product-management-building-a-product-strategy?u=56973065,"275,524 learners",POPULAR
Google Cloud Platform (GCP) Essential Training for Developers,https://www.linkedin.com/learning/google-cloud-platform-gcp-essential-training-for-developers?u=56973065,"31,320 learners",-
Succeeding as a First-Time Tech Manager,https://www.linkedin.com/learning/succeeding-as-a-first-time-tech-manager?u=56973065,"42,199 learners",POPULAR
Driving Employee Engagement as a People Manager,https://www.linkedin.com/learning/driving-employee-engagement-as-a-people-manager?u=56973065,"11,567 learners",-
Apache Kafka Essential Training: Getting Started,https://www.linkedin.com/learning/apache-kafka-essential-training-getting-started-22398044?u=56973065,"5,354 learners",-
CSS Fundamentals: Unlock the Power of Web Styling,https://www.linkedin.com/learning/css-fundamentals-unlock-the-power-of-web-styling?u=56973065,"19,966 learners",-
What Is the Metaverse?,https://www.linkedin.com/learning/what-is-the-metaverse?u=56973065,"35,341 learners",-
Communicating with Confidence,https://www.linkedin.com/learning/communicating-with-confidence-23450131?u=56973065,"23,594 learners",POPULAR
Excel Spreadsheet Design: Extreme Makeover,https://www.linkedin.com/learning/excel-spreadsheet-design-extreme-makeover?u=56973065,"58,938 learners",-
Figma: Designing with Variables and Conditionals,https://www.linkedin.com/learning/figma-designing-with-variables-and-conditionals?u=56973065,"3,818 learners",NEW
Mel Robbins on Confidence,https://www.linkedin.com/learning/mel-robbins-on-confidence?u=56973065,"192,562 learners",-
Root Cause Analysis: Systemic Problem Prevention,https://www.linkedin.com/learning/root-cause-analysis-systemic-problem-prevention?u=56973065,"1,481 learners",-
The Procrastination Cure (Blinkist Summary),https://www.linkedin.com/learning/the-procrastination-cure-blinkist-summary?u=56973065,"26,930 learners",-
Understanding Personal Protective Equipment (PPE),https://www.linkedin.com/learning/understanding-personal-protective-equipment-ppe?u=56973065,"40,872 learners",-
Improving Your Memory,https://www.linkedin.com/learning/improving-your-memory?u=56973065,"290,082 learners",POPULAR
Get It Done: Complete Projects that Matter with Seth Godin,https://www.linkedin.com/learning/get-it-done-complete-projects-that-matter-with-seth-godin?u=56973065,"5,798 learners",-
Grammar Foundations,https://www.linkedin.com/learning/grammar-foundations-22334056?u=56973065,"37,211 learners",-
"Communicate Your Team's Talent, Impact, and Value as a Leader",https://www.linkedin.com/learning/communicate-your-team-s-talent-impact-and-value-as-a-leader?u=56973065,-,NEW
"How to Work Smarter, Not Harder: Save Time and Money and Increase Productivity",https://www.linkedin.com/learning/how-to-work-smarter-not-harder-save-time-and-money-and-increase-productivity?u=56973065,"658,002 learners",-
Practicing Fairness as a Manager,https://www.linkedin.com/learning/practicing-fairness-as-a-manager?u=56973065,"151,228 learners",-
Communicating with Executives,https://www.linkedin.com/learning/communicating-with-executives?u=56973065,"127,023 learners",POPULAR
Finding Your Time Management Style,https://www.linkedin.com/learning/finding-your-time-management-style?u=56973065,"247,655 learners",POPULAR
Dynamic Application Security Testing,https://www.linkedin.com/learning/dynamic-application-security-testing?u=56973065,"8,415 learners",-
Excel: You Can Do This,https://www.linkedin.com/learning/excel-you-can-do-this?u=56973065,"1,297,023 learners",-
Learning 3D Printing,https://www.linkedin.com/learning/learning-3d-printing-8992447?u=56973065,"107,735 learners",POPULAR
Delivering Bad News Effectively,https://www.linkedin.com/learning/delivering-bad-news-effectively?u=56973065,"114,654 learners",-
How to Manage Your Manager,https://www.linkedin.com/learning/how-to-manage-your-manager?u=56973065,"177,755 learners",-
Graphic Design Foundations: Color,https://www.linkedin.com/learning/graphic-design-foundations-color?u=56973065,"86,548 learners",POPULAR
Microservices: Design Patterns,https://www.linkedin.com/learning/microservices-design-patterns-23454771?u=56973065,"2,096 learners",POPULAR
Starting Your Career as a Financial Analyst,https://www.linkedin.com/learning/starting-your-career-as-a-financial-analyst?u=56973065,"49,476 learners",POPULAR
Creating a Culture of Strategy Execution,https://www.linkedin.com/learning/creating-a-culture-of-strategy-execution?u=56973065,"82,470 learners",-
Navigating Environmental Sustainability: A Guide for Leaders,https://www.linkedin.com/learning/navigating-environmental-sustainability-a-guide-for-leaders?u=56973065,"98,515 learners",POPULAR
Microsoft Azure Fundamentals (AZ-900) Cert Prep: 4 Azure Management and Governance,https://www.linkedin.com/learning/microsoft-azure-fundamentals-az-900-cert-prep-4-azure-management-and-governance?u=56973065,"5,917 learners",UPDATED
Learning Design Thinking,https://www.linkedin.com/learning/learning-design-thinking?u=56973065,"142,753 learners",POPULAR
Learning PowerShell,https://www.linkedin.com/learning/learning-powershell?u=56973065,"131,092 learners",POPULAR
Data Visualization: Storytelling,https://www.linkedin.com/learning/data-visualization-storytelling?u=56973065,"217,894 learners",POPULAR
Persuading Others,https://www.linkedin.com/learning/persuading-others?u=56973065,"261,480 learners",-
Software Testing Foundations: Test Planning,https://www.linkedin.com/learning/software-testing-foundations-test-planning?u=56973065,"34,744 learners",-
Business Analysis Foundations: Business Process Modeling,https://www.linkedin.com/learning/business-analysis-foundations-business-process-modeling?u=56973065,"319,466 learners",POPULAR
Powerless to Powerful: Taking Control,https://www.linkedin.com/learning/powerless-to-powerful-taking-control?u=56973065,"215,585 learners",-
Getting Started with Premiere Pro for the Non-Video Pro,https://www.linkedin.com/learning/getting-started-with-premiere-pro-for-the-non-video-pro-16384591?u=56973065,"13,448 learners",POPULAR
Creativity Boot Camp 2: Creative Fuel,https://www.linkedin.com/learning/creativity-boot-camp-2-creative-fuel?u=56973065,"23,360 learners",-
AutoCAD 2024 Essential Training,https://www.linkedin.com/learning/autocad-2024-essential-training?u=56973065,"64,109 learners",POPULAR
Learning Design Thinking: Lead Change in Your Organization,https://www.linkedin.com/learning/learning-design-thinking-lead-change-in-your-organization?u=56973065,"252,611 learners",POPULAR
Understanding Intellectual Property (2014),https://www.linkedin.com/learning/understanding-intellectual-property-2014?u=56973065,"151,390 learners",-
Finding Your Leadership Purpose with Doug Conant,https://www.linkedin.com/learning/finding-your-leadership-purpose-with-doug-conant?u=56973065,"79,435 learners",-
React: Authentication,https://www.linkedin.com/learning/react-authentication?u=56973065,"30,310 learners",-
Mastering Common Interview Questions,https://www.linkedin.com/learning/mastering-common-interview-questions?u=56973065,"640,258 learners",POPULAR
MATLAB Essential Training,https://www.linkedin.com/learning/matlab-essential-training?u=56973065,"2,694 learners",-
Rust Essential Training,https://www.linkedin.com/learning/rust-essential-training?u=56973065,"27,485 learners",POPULAR
CompTIA A+ Core 1 (220-1101) Cert Prep: 1 The Basics,https://www.linkedin.com/learning/comptia-a-plus-core-1-220-1101-cert-prep-1-the-basics?u=56973065,"30,506 learners",POPULAR
SSCP Cert Prep: The Basics,https://www.linkedin.com/learning/sscp-cert-prep-the-basics-14682077?u=56973065,"8,361 learners",-
Software Architecture: Domain-Driven Design,https://www.linkedin.com/learning/software-architecture-domain-driven-design?u=56973065,"164,163 learners",POPULAR
Excel for Engineering Professionals,https://www.linkedin.com/learning/excel-for-engineering-professionals?u=56973065,"34,936 learners",POPULAR
Business Analysis Techniques for Business Transformation,https://www.linkedin.com/learning/business-analysis-techniques-for-business-transformation?u=56973065,"13,622 learners",-
Excel Formulas and Functions Quick Tips,https://www.linkedin.com/learning/excel-formulas-and-functions-quick-tips-22664242?u=56973065,"80,371 learners",POPULAR
360-Degree Feedback,https://www.linkedin.com/learning/360-degree-feedback?u=56973065,"67,717 learners",-
The New Age of Risk Management Strategy for Business,https://www.linkedin.com/learning/the-new-age-of-risk-management-strategy-for-business?u=56973065,"99,177 learners",POPULAR
Developing Your Team Members,https://www.linkedin.com/learning/developing-your-team-members?u=56973065,"81,991 learners",-
How to Be a Better Boss,https://www.linkedin.com/learning/how-to-be-a-better-boss?u=56973065,"25,584 learners",-
Excel: Dashboards for Beginners,https://www.linkedin.com/learning/excel-dashboards-for-beginners?u=56973065,"138,043 learners",POPULAR
Learning Jira Software,https://www.linkedin.com/learning/learning-jira-software-14677108?u=56973065,"86,289 learners",POPULAR
Building a Cloud Architecture Diagram,https://www.linkedin.com/learning/building-a-cloud-architecture-diagram?u=56973065,"22,017 learners",POPULAR
Computer Components and Peripherals for IT Technicians,https://www.linkedin.com/learning/computer-components-and-peripherals-for-it-technicians-22837007?u=56973065,"7,339 learners",-
Agile Product Owner Role: Foundations,https://www.linkedin.com/learning/agile-product-owner-role-foundations?u=56973065,"255,665 learners",POPULAR
Learning VBA in Excel (2019),https://www.linkedin.com/learning/learning-vba-in-excel-2019?u=56973065,"164,888 learners",-
Leading like a Futurist,https://www.linkedin.com/learning/leading-like-a-futurist?u=56973065,"107,846 learners",-
Handling Workplace Bullying,https://www.linkedin.com/learning/handling-workplace-bullying?u=56973065,"58,840 learners",-
Teamwork Essentials: Stand Out as a Valuable Team Member,https://www.linkedin.com/learning/teamwork-essentials-stand-out-as-a-valuable-team-member?u=56973065,"244,621 learners",POPULAR
Leading with Vision,https://www.linkedin.com/learning/leading-with-vision?u=56973065,"199,319 learners",POPULAR
ISO 27001:2013-Compliant Cybersecurity: Getting Started,https://www.linkedin.com/learning/iso-27001-2013-compliant-cybersecurity-getting-started?u=56973065,"32,508 learners",-
Data Ingestion with Python,https://www.linkedin.com/learning/data-ingestion-with-python?u=56973065,,-
Build a Personal Learning Plan and Stick with It,https://www.linkedin.com/learning/build-a-personal-learning-plan-and-stick-with-it?u=56973065,"73,295 learners",-
Overcome Overthinking,https://www.linkedin.com/learning/overcome-overthinking?u=56973065,"249,985 learners",-
Electronics Foundations: Basic Circuits,https://www.linkedin.com/learning/electronics-foundations-basic-circuits?u=56973065,"807,948 learners",POPULAR
Introduction to VMware,https://www.linkedin.com/learning/introduction-to-vmware?u=56973065,"18,436 learners",-
AWS Certified Cloud Practitioner (CLF-C02) Cert Prep: 1 Cloud Concepts,https://www.linkedin.com/learning/aws-certified-cloud-practitioner-clf-c02-cert-prep-1-cloud-concepts?u=56973065,-,NEW
Security Tips,https://www.linkedin.com/learning/security-tips?u=56973065,"58,923 learners",-
Embracing Unexpected Change,https://www.linkedin.com/learning/embracing-unexpected-change?u=56973065,"413,648 learners",-
Introduction to PLC and Industrial Automation,https://www.linkedin.com/learning/introduction-to-plc-and-industrial-automation?u=56973065,"10,270 learners",POPULAR
Python Quick Start,https://www.linkedin.com/learning/python-quick-start-22667553?u=56973065,-,POPULAR
The Five-Step Creative Process,https://www.linkedin.com/learning/the-five-step-creative-process?u=56973065,"122,660 learners",-
Microsoft Project for the Web: Reporting with Power BI,https://www.linkedin.com/learning/microsoft-project-for-the-web-reporting-with-power-bi?u=56973065,"140,966 learners",-
Hands-On Introduction: Python,https://www.linkedin.com/learning/hands-on-introduction-python?u=56973065,-,POPULAR
"Dealing with Grief, Loss, and Change as an Employee",https://www.linkedin.com/learning/dealing-with-grief-loss-and-change-as-an-employee?u=56973065,"40,346 learners",-
Creativity: Generate Ideas in Greater Quantity and Quality,https://www.linkedin.com/learning/creativity-generate-ideas-in-greater-quantity-and-quality?u=56973065,"121,822 learners",-
Exam Tips: Cisco Certified Network Associate (CCNA) (200-301),https://www.linkedin.com/learning/exam-tips-cisco-certified-network-associate-ccna-200-301?u=56973065,"18,795 learners",POPULAR
PowerPoint: From Outline to Presentation,https://www.linkedin.com/learning/powerpoint-from-outline-to-presentation?u=56973065,"40,682 learners",-
"Learning SCADA: Collect, Analyze, and Visualize Data for Industrial Automation",https://www.linkedin.com/learning/learning-scada-collect-analyze-and-visualize-data-for-industrial-automation?u=56973065,"91,350 learners",POPULAR
Delivering Results Effectively,https://www.linkedin.com/learning/delivering-results-effectively?u=56973065,"143,161 learners",-
Aligning Customer Experience with Company Culture,https://www.linkedin.com/learning/aligning-customer-experience-with-company-culture-18776937?u=56973065,"9,278 learners",-
Cert Prep: Microsoft Security Operations Analyst Associate (SC-200),https://www.linkedin.com/learning/cert-prep-microsoft-security-operations-analyst-associate-sc-200?u=56973065,"9,411 learners",-
Introduction to Generative Adversarial Networks (GANs),https://www.linkedin.com/learning/introduction-to-generative-adversarial-networks-gans?u=56973065,"6,000 learners",-
Learning C++,https://www.linkedin.com/learning/learning-c-plus-plus-22993675?u=56973065,"1,326 learners",-
InfraWorks 2021: Traffic and Mobility Analysis,https://www.linkedin.com/learning/infraworks-2021-traffic-and-mobility-analysis?u=56973065,"45,552 learners",-
Operations Strategy for Business,https://www.linkedin.com/learning/operations-strategy-for-business?u=56973065,"8,126 learners",-
Balanced Scorecard and Key Performance Indicators,https://www.linkedin.com/learning/balanced-scorecard-and-key-performance-indicators?u=56973065,"195,280 learners",POPULAR
Excel 2010 Essential Training,https://www.linkedin.com/learning/excel-2010-essential-training?u=56973065,"73,267 learners",-
Event Planning Foundations,https://www.linkedin.com/learning/event-planning-foundations?u=56973065,"147,432 learners",POPULAR
Mitigating Prompt Injection and Prompt Hacking,https://www.linkedin.com/learning/mitigating-prompt-injection-and-prompt-hacking?u=56973065,"5,944 learners",-
Communicating about Culturally Sensitive Issues,https://www.linkedin.com/learning/communicating-about-culturally-sensitive-issues-22610400?u=56973065,"24,413 learners",-
Nano Tips to Sharpen Your Critical Thinking with Shadé Zahrai,https://www.linkedin.com/learning/nano-tips-to-sharpen-your-critical-thinking-with-shade-zahrai?u=56973065,"310,031 learners",-
Generative AI: Introduction to Large Language Models,https://www.linkedin.com/learning/generative-ai-introduction-to-large-language-models?u=56973065,"9,354 learners",POPULAR
Programming Foundations: Beyond the Fundamentals,https://www.linkedin.com/learning/programming-foundations-beyond-the-fundamentals?u=56973065,"76,661 learners",POPULAR
Quality Standards in Customer Service,https://www.linkedin.com/learning/quality-standards-in-customer-service-4?u=56973065,"79,596 learners",-
Optimize Your Resume for Applicant Tracking Systems,https://www.linkedin.com/learning/optimize-your-resume-for-applicant-tracking-systems?u=56973065,"210,695 learners",-
Pitching Yourself for Opportunity,https://www.linkedin.com/learning/pitching-yourself-for-opportunity?u=56973065,"213,894 learners",POPULAR
Time Management: Working from Home,https://www.linkedin.com/learning/time-management-working-from-home?u=56973065,"1,180,114 learners",-
Cisco CCNA (200-301) Cert Prep: 1 Network Fundamentals and Access,https://www.linkedin.com/learning/cisco-ccna-200-301-cert-prep-1-network-fundamentals-and-access?u=56973065,"144,604 learners",POPULAR
Learning Hadoop,https://www.linkedin.com/learning/learning-hadoop-23008320?u=56973065,"3,279 learners",-
Creating Accessible PDFs,https://www.linkedin.com/learning/creating-accessible-pdfs-14445392?u=56973065,"19,961 learners",POPULAR
Non-Functional Requirements in the Cloud Part 1: Overview,https://www.linkedin.com/learning/non-functional-requirements-in-the-cloud-part-1-overview?u=56973065,"8,342 learners",-
Coaching for Results,https://www.linkedin.com/learning/coaching-for-results?u=56973065,"219,314 learners",-
Essentials of Team Collaboration,https://www.linkedin.com/learning/essentials-of-team-collaboration?u=56973065,"199,392 learners",POPULAR
Learning SAP MM (Materials Management),https://www.linkedin.com/learning/learning-sap-mm-materials-management-2022?u=56973065,"103,075 learners",POPULAR
Be the Manager People Won't Leave,https://www.linkedin.com/learning/be-the-manager-people-won-t-leave?u=56973065,"1,607,222 learners",POPULAR
Advocating for Change in Your Organization,https://www.linkedin.com/learning/advocating-for-change-in-your-organization?u=56973065,"41,126 learners",-
Why Trust Matters with Rachel Botsman,https://www.linkedin.com/learning/why-trust-matters-with-rachel-botsman?u=56973065,"186,930 learners",POPULAR
JSON Essential Training,https://www.linkedin.com/learning/json-essential-training?u=56973065,"38,723 learners",-
How to Be Both Assertive and Likable,https://www.linkedin.com/learning/how-to-be-both-assertive-and-likable?u=56973065,"295,971 learners",POPULAR
Practical Cybersecurity for IT Professionals,https://www.linkedin.com/learning/practical-cybersecurity-for-it-professionals?u=56973065,"32,576 learners",-
Learning Oracle Database 19c,https://www.linkedin.com/learning/learning-oracle-database-19c?u=56973065,"42,695 learners",-
Onboarding New Hires as a Manager,https://www.linkedin.com/learning/onboarding-new-hires-as-a-manager-22613694?u=56973065,"6,504 learners",-
Creating a Culture of Change,https://www.linkedin.com/learning/creating-a-culture-of-change?u=56973065,"224,303 learners",-
Exam Tips: Microsoft Azure Fundamentals (AZ-900),https://www.linkedin.com/learning/exam-tips-microsoft-azure-fundamentals-az-900-19042743?u=56973065,"35,536 learners",UPDATED
Learning Selenium,https://www.linkedin.com/learning/learning-selenium?u=56973065,"127,271 learners",-
Assessing and Improving Strategic Plans,https://www.linkedin.com/learning/assessing-and-improving-strategic-plans?u=56973065,"57,973 learners",-
Learning Google Tag Manager,https://www.linkedin.com/learning/learning-google-tag-manager?u=56973065,"24,570 learners",-
IT Service Management Foundations: Measures and Metrics,https://www.linkedin.com/learning/it-service-management-foundations-measures-and-metrics?u=56973065,"19,288 learners",-
Strategies to Get (and Stay) Unstuck,https://www.linkedin.com/learning/strategies-to-get-and-stay-unstuck?u=56973065,"18,620 learners",-
Adobe Analytics Essential Training,https://www.linkedin.com/learning/adobe-analytics-essential-training?u=56973065,"12,594 learners",-
Learning SketchUp Free,https://www.linkedin.com/learning/learning-sketchup-free-17590493?u=56973065,"13,608 learners",POPULAR
Video Editing with Descript for Creators,https://www.linkedin.com/learning/video-editing-with-descript-for-creators?u=56973065,"3,709 learners",-
IT Help Desk for Beginners,https://www.linkedin.com/learning/it-help-desk-for-beginners-22349140?u=56973065,"39,882 learners",POPULAR
Python Projects: Create an Interactive Quiz Application,https://www.linkedin.com/learning/python-projects-create-an-interactive-quiz-application?u=56973065,"10,772 learners",-
Designing RESTful APIs,https://www.linkedin.com/learning/designing-restful-apis?u=56973065,"177,283 learners",-
Backgrounder: Netiquette,https://www.linkedin.com/learning/backgrounder-netiquette?u=56973065,"8,137 learners",-
Algorithmic Trading and Stocks Essential Training,https://www.linkedin.com/learning/algorithmic-trading-and-stocks-essential-training-16977513?u=56973065,"44,590 learners",POPULAR
Software Testing: Tools,https://www.linkedin.com/learning/software-testing-tools?u=56973065,"53,845 learners",-
Red Hat Enterprise Linux 8 Essential Training,https://www.linkedin.com/learning/red-hat-enterprise-linux-8-essential-training?u=56973065,"31,875 learners",-
The 10 Pillars of Customer Experience,https://www.linkedin.com/learning/the-10-pillars-of-customer-experience?u=56973065,"66,501 learners",POPULAR
Tech on the Go: From Software Developer to Architect,https://www.linkedin.com/learning/tech-on-the-go-from-software-developer-to-architect-17333335?u=56973065,"11,309 learners",POPULAR
Writing White Papers,https://www.linkedin.com/learning/writing-white-papers?u=56973065,"66,455 learners",-
Splunk for Security Analytics and Monitoring,https://www.linkedin.com/learning/splunk-for-security-analytics-and-monitoring?u=56973065,"14,513 learners",POPULAR
CompTIA Security+ (SY0-701) Cert Prep: 4 Security Operations,https://www.linkedin.com/learning/comptia-security-plus-sy0-701-cert-prep-4-security-operations?u=56973065,-,-
Anger Management,https://www.linkedin.com/learning/anger-management?u=56973065,"51,631 learners",-
Adaptive Project Leadership,https://www.linkedin.com/learning/adaptive-project-leadership?u=56973065,"113,878 learners",-
Cultivating Ambition to Reach Your Career Goals,https://www.linkedin.com/learning/cultivating-ambition-to-reach-your-career-goals?u=56973065,"20,455 learners",-
Creating an Adaptable Team,https://www.linkedin.com/learning/creating-an-adaptable-team?u=56973065,"34,815 learners",-
Process Improvement Foundations,https://www.linkedin.com/learning/process-improvement-foundations?u=56973065,"255,426 learners",POPULAR
Intermediate Python for Non-Programmers,https://www.linkedin.com/learning/intermediate-python-for-non-programmers?u=56973065,"22,294 learners",UPDATED
People Analytics,https://www.linkedin.com/learning/people-analytics?u=56973065,"148,598 learners",POPULAR
Data Science and Analytics Career Paths and Certifications: First Steps,https://www.linkedin.com/learning/data-science-and-analytics-career-paths-and-certifications-first-steps-14579148?u=56973065,"33,399 learners",POPULAR
International Logistics,https://www.linkedin.com/learning/international-logistics?u=56973065,"68,146 learners",POPULAR
Microservices: Design Patterns (2020),https://www.linkedin.com/learning/microservices-design-patterns-2020?u=56973065,"78,011 learners",-
Introduction to Business Analytics (2020),https://www.linkedin.com/learning/introduction-to-business-analytics-2020?u=56973065,"69,434 learners",-
Software Architecture: Breaking a Monolith into Microservices,https://www.linkedin.com/learning/software-architecture-breaking-a-monolith-into-microservices?u=56973065,"60,817 learners",-
"Data, Economic Modeling, and Forecasting with Stata",https://www.linkedin.com/learning/data-economic-modeling-and-forecasting-with-stata?u=56973065,"25,360 learners",-
Job Interviewing for Leaders and Managers,https://www.linkedin.com/learning/job-interviewing-for-leaders-and-managers?u=56973065,"81,517 learners",POPULAR
Project Management Foundations: Risk,https://www.linkedin.com/learning/project-management-foundations-risk-14910484?u=56973065,"109,757 learners",POPULAR
Talent Sourcing,https://www.linkedin.com/learning/talent-sourcing-2022?u=56973065,"54,236 learners",POPULAR
Introduction to SAN and NAS Storage,https://www.linkedin.com/learning/introduction-to-san-and-nas-storage?u=56973065,"62,402 learners",-
SSCP Cert Prep: 1 Security Operations and Administration,https://www.linkedin.com/learning/sscp-cert-prep-1-security-operations-and-administration?u=56973065,"16,729 learners",-
Customer Service: Problem-Solving and Troubleshooting,https://www.linkedin.com/learning/customer-service-problem-solving-and-troubleshooting-16015212?u=56973065,"106,040 learners",POPULAR
Time Management Fundamentals,https://www.linkedin.com/learning/time-management-fundamentals-14548057?u=56973065,"399,446 learners",POPULAR
Managing Jira Projects: 2 Managing Boards,https://www.linkedin.com/learning/managing-jira-projects-2-managing-boards?u=56973065,"22,283 learners",-
Logo Design: Symbolism in Nature,https://www.linkedin.com/learning/logo-design-symbolism-in-nature?u=56973065,"15,921 learners",-
Data Analytics: Dashboards vs. Data Stories,https://www.linkedin.com/learning/data-analytics-dashboards-vs-data-stories?u=56973065,"127,034 learners",POPULAR
Looker Studio for Beginners,https://www.linkedin.com/learning/looker-studio-for-beginners?u=56973065,"14,729 learners",-
Building Self-Confidence,https://www.linkedin.com/learning/building-self-confidence-2?u=56973065,"411,029 learners",-
Final Cut Pro X 10.6 Essential Training,https://www.linkedin.com/learning/final-cut-pro-x-10-6-essential-training?u=56973065,"37,022 learners",-
Microsoft Azure Fundamentals (AZ-900) Cert Prep: 1 Cloud Concepts,https://www.linkedin.com/learning/microsoft-azure-fundamentals-az-900-cert-prep-1-cloud-concepts?u=56973065,"93,073 learners",UPDATED
Writing in Plain Language,https://www.linkedin.com/learning/writing-in-plain-language?u=56973065,"159,722 learners",-
Jeff Weiner on Leading like a CEO,https://www.linkedin.com/learning/jeff-weiner-on-leading-like-a-ceo?u=56973065,"172,525 learners",-
Learning Agility,https://www.linkedin.com/learning/learning-agility?u=56973065,"176,512 learners",-
B2B Marketing on LinkedIn,https://www.linkedin.com/learning/b2b-marketing-on-linkedin-2?u=56973065,"40,622 learners",-
Leading and Working in Teams,https://www.linkedin.com/learning/leading-and-working-in-teams?u=56973065,"301,217 learners",-
Certified Information Security Manager (CISM) Cert Prep (2022): 2 Information Security Risk Management,https://www.linkedin.com/learning/certified-information-security-manager-cism-cert-prep-2022-2-information-security-risk-management?u=56973065,"26,180 learners",POPULAR
AWS Certified Cloud Practitioner (CLF-C01) Cert Prep: 1 Cloud Concepts,https://www.linkedin.com/learning/aws-certified-cloud-practitioner-clf-c01-cert-prep-1-cloud-concepts?u=56973065,-,POPULAR
Behavioral Finance Foundations,https://www.linkedin.com/learning/behavioral-finance-foundations-2?u=56973065,"48,398 learners",-
Supporting Workers with Disabilities,https://www.linkedin.com/learning/supporting-workers-with-disabilities?u=56973065,"71,747 learners",POPULAR
OpenAI API: Introduction,https://www.linkedin.com/learning/openai-api-introduction?u=56973065,"3,991 learners",-
Learning Salesforce.com Development,https://www.linkedin.com/learning/learning-salesforce-com-development?u=56973065,"41,559 learners",-
Balancing Work and Life,https://www.linkedin.com/learning/balancing-work-and-life-14577337?u=56973065,"68,629 learners",-
Introduction to Career Skills in Data Analytics,https://www.linkedin.com/learning/introduction-to-career-skills-in-data-analytics?u=56973065,"187,293 learners",POPULAR
Equity First: The Path to Inclusion and Belonging,https://www.linkedin.com/learning/equity-first-the-path-to-inclusion-and-belonging?u=56973065,"130,089 learners",-
Implementing Change Effectively,https://www.linkedin.com/learning/implementing-change-effectively?u=56973065,"38,127 learners",-
How to use ChatGPT for Content Creation,https://www.linkedin.com/learning/how-to-use-chatgpt-for-content-creation?u=56973065,"5,901 learners",POPULAR
Finding Your Purpose at Work,https://www.linkedin.com/learning/finding-your-purpose-at-work?u=56973065,"171,833 learners",-
Remote Brainstorming,https://www.linkedin.com/learning/remote-brainstorming?u=56973065,"33,913 learners",-
